,Lyrics
0,"['startsong', '\n', 'startintro', '\n', 'thus', 'far', ',', 'this', 'album', 'has', 'provided', 'musical', 'accompaniment', 'to', 'make', 'your', 'passing', 'pleasant', '\n', 'our', 'next', 'number', 'is', 'designed', 'to', 'drown', 'out', 'the', 'sound', 'of', 'shovels', '\n', 'music', 'to', 'be', 'buried', 'by', '\n', 'endintro', '\n', 'endsong']"
1,"['startsong', '\n', 'startchorus', '\n', 'black', 'magic', ',', 'night', 'walker', '(', 'yeah', ')', '\n', 'she', 'haunts', 'me', 'like', 'no', 'other', '(', 'feel', 'like', ')', '\n', 'nobody', 'told', 'me', '(', 'i', 'do', 'nt', 'know', ')', 'love', 'is', 'pain', ',', 'oh', '(', 'i', 'know', 'we', 'just', 'met', ')', '\n', 'black', 'magic', ',', 'dark', 'water', '(', 'but', 'its', 'like', ')', '\n', 'surrounds', 'me', 'like', 'no', 'other', '(', 'its', 'like', 'i', 'know', 'you', 'better', 'than', 'anyone', ')', '\n', 'she', 's', 'got', 'my', 'heart', 'in', 'chains', '\n\n', 'endchorus', '\n', 'startverse', '\n', 'were', 'volatile', ',', 'i', 'ca', 'nt', 'call', 'it', ',', 'though', '\n', 'its', 'like', 'too', 'large', 'a', 'peg', ',', 'and', 'too', 'small', 'a', 'hole', '(', 'yeah', ')', '\n', 'but', 'she', 'cheats', 'and', 'i', 'catch', 'her', 'like', 'the', 'common', 'cold', '(', 'sneeze', ')', '\n', 'last', 'time', ',', 'i', 'broke', 'her', 'collar', 'bone', ',', 'she', 's', 'intolerabl', '(', 'yeah', ')', '\n', 'all', 'i', 'know', 'is', 'that', 'the', 'sex', 'is', 'phnomenal', ',', 'though', '\n', 'were', 'an', 'unlikely', 'pair', '(', 'yeah', ')', '\n', 'like', 'two', 'different', 'nike', 'airs', '\n', 'but', 'i', 'm', 'the', 'same', 'size', 'she', 'wears', '(', 'jordans', ')', '\n', 'so', 'i', 'think', 'were', 'soulmates', 'though', '(', 'yeah', ')', '\n', 'people', 'do', 'nt', 'like', 'us', 'together', ',', 'but', 'like', 'we', 'care', '(', 'not', 'me', ',', 'not', 'me', ')', '\n', 'yeah', ',', 'but', 'god', 'strike', 'me', 'dead', '(', 'yeah', ')', '\n', 'she', 'knows', 'that', 'i', 'would', 'walk', 'over', 'hot', 'coals', '\n', 'for', 'her', 'with', 'both', 'of', 'my', 'feet', 'bare', '(', 'yeah', ')', '\n', 'but', 'soon', 'as', 'i', 'ask', 'to', 'hit', '(', 'ask', 'to', 'hit', ')', '\n', 'its', 'like', 'she', 'grabs', 'a', 'switch', '(', 'grabs', 'a', 'switch', ')', '\n', 'and', 'turns', 'me', 'over', 'her', 'knee', '\n', 'cause', 'my', 'ass', 'is', 'whipped', ',', 'yeah', '\n', 'and', 'i', 'got', 'her', 'back', ',', 'but', 'i', 'm', 'spineless', '(', 'yeah', ')', '\n', 'so', 'when', 'she', 'stabs', 'me', 'in', 'mine', '(', 'yeah', ')', '\n', 'its', 'like', 'i', 'just', 'ca', 'nt', 'feel', 'the', 'knife', '(', 'what', ')', '\n', 'as', 'she', 'pokes', ',', 'jabs', 'it', ',', 'and', 'slices', '\n', 'one', 'minute', ',', 'shell', 'build', 'me', 'up', '(', 'up', ')', '\n', 'the', 'next', ',', 'shell', 'push', 'me', 'round', '\n', 'probably', 'why', 'she', 'calls', 'me', '""', 'dumbbell', '""', '\n', 'she', 'lifts', 'me', 'up', '(', 'yeah', ')', ',', 'then', 'puts', 'me', 'down', '(', 'huh', ')', '\n', 'but', 'i', 'am', 'under', 'her', 'thumbnail', '\n', 'i', 'must', 'be', 'under', 'her', 'spell', '\n', 'its', 'like', 'lookin', 'right', 'into', 'a', 'gun', 'barrel', '\n', 'but', 'none', 'of', 'these', 'hoes', 'can', 'fuck', 'with', 'my', 'girl', '\n', 'she', 'got', 'that', '\n', 'endverse', '\n', 'startchorus', '\n', 'black', 'magic', ',', 'night', 'walker', '\n', 'she', 'haunts', 'me', 'like', 'no', 'other', '\n', 'nobody', 'told', 'me', 'love', 'is', 'pain', ',', 'oh', '\n', 'black', 'magic', ',', 'dark', 'water', '\n', 'surrounds', 'me', 'like', 'no', 'other', '\n', 'she', 's', 'got', 'my', 'heart', 'in', 'chains', '\n\n', 'endchorus', '\n', 'startverse', '\n', 'we', 'wake', 'up', ',', 'break', 'up', ',', 'make', 'up', 'like', 'maybelline', '\n', 'now', 'she', 's', 'all', 'made', 'up', 'like', 'makebelieve', '\n', 'probably', 'why', 'she', 's', 'so', 'fake', 'to', 'me', '\n', 'but', 'what', 'the', 'fucks', 'it', 'gon', 'na', 'take', 'for', 'me', 'to', 'make', 'her', 'see', '\n', 'strip', 'her', 'naked', 'and', 'take', 'her', 'keys', '\n', 'i', 'been', 'plannin', 'this', 'day', 'for', 'weeks', '\n', 'but', 'i', 'ca', 'nt', 'tell', 'if', 'i', 'm', 'wake', 'or', 'sleep', '\n', 'but', 'if', 'this', 'is', 'actually', 'happenin', ',', '""', 'sucker', 'for', 'pain', '""', '\n', 'i', 'm', 'stuck', 'in', 'this', 'radioactive', 'pattern', '\n', 'but', 'her', 'by', 'her', 'motherfuckin', 'hairs', '\n', 'all', 'i', '""', 'imagine', 'draggin', '""', '(', 'dragon', ')', '\n', 'she', 'lunges', ',', 'attacks', ',', 'and', 'scratches', '\n', 'but', 'i', 'ai', 'nt', 'gon', 'na', 'stand', 'for', 'that', 'shit', '\n', 'like', 'kaep', 'for', 'the', 'national', 'anthem', '\n', 'as', 'i', 'stab', ',', 'i', 'm', 'laughin', '\n', 'so', 'much', 'for', 'witchcraft', 'and', 'magic', '\n', 'abracadabra', 'that', ',', 'bitch', '\n', 'no', 'turnin', 'back', ',', 'i', 'm', 'blackin', '\n', 'as', 'i', 'say', 'farewell', 'to', 'the', 'love', 'of', 'my', 'life', ',', 'i', 'cut', 'and', 'i', 'slice', '\n', 'i', 'give', 'her', 'one', 'last', 'hug', 'goodbye', '\n', 'wipe', 'the', 'blood', 'off', 'my', 'butterfly', 'knife', '\n', 'watch', 'her', 'fuckin', 'die', 'right', 'in', 'front', 'of', 'my', 'eyes', '\n', 'but', 'in', 'hindsight', '\n', 'think', 'i', 'just', 'wanted', 'to', 'see', 'what', 'her', 'insides', 'look', 'like', '\n', 'as', 'i', 'pop', 'another', 'five', 'vics', '\n', 'that', 's', 'what', 'this', 'highs', 'like', '\n', 'look', 'down', ',', 'there', 's', 'mud', 'on', 'my', 'nikes', '\n', 'shovel', 'at', 'my', 'side', ',', 'blood', 'on', 'my', 'mic', '\n', 'now', 'wake', 'up', 'to', 'music', 'to', 'be', 'murdered', 'by', 'like', '\n', 'endverse', '\n', 'endsong']"
2,"['startsong', '\n', 'startverse', '\n', 'before', 'i', 'check', 'the', 'mic', '(', 'check', ',', 'check', ',', 'one', ',', 'two', ')', '\n', 'i', 'give', 'it', 'a', 'extra', 'swipe', 'with', 'a', 'lysol', 'disinfectant', 'wipe', '(', 'good', 'evening', ')', '\n', 'coronavirus', 'in', 'effect', 'tonight', '\n', 'antiseptics', 'on', 'deck', ',', 'i', 'got', 'every', 'type', '(', 'yeah', ')', '\n', 'i', 'throw', 'on', 'my', 'tux', ',', 'then', 'i', '(', 'yeah', ')', 'give', 'zero', 'fucks', ',', 'then', 'i', '(', 'yeah', ')', '\n', 'act', 'like', 'a', 'jockstrap', '(', 'uh', ')', ',', 'cup', 'my', 'nuts', ',', 'then', 'i', '(', 'yeah', ')', '\n', 'check', 'my', 'ball', 'hair', '(', 'what', ')', ',', 'make', 'sure', 'its', 'all', 'there', '(', 'yeah', ')', '\n', 'then', 'call', 'the', 'pallbearer', '(', 'yeah', ')', '\n', 'its', 'music', 'to', 'b', 'murdered', 'by', 'again', ',', 'why', 'stop', '\n', 'overkill', 'lik', 'a', 'pipe', 'bomb', 'in', 'your', 'pine', 'box', '\n', 'you', 're', 'all', 'hitched', 'to', 'my', 'cock', '(', 'what', ')', '\n', 'went', 'from', 'punchin', 'a', 'time', 'clock', 'to', 'getting', 'my', 'shot', '\n', 'then', 'treated', 'it', 'like', 'a', 'cyclops', '\n', 'like', 'its', 'the', 'only', 'one', 'i', '(', 'only', 'one', 'eye', ')', 'got', '\n', 'and', 'my', 'thoughts', 'are', 'like', 'nines', 'cocked', '(', 'chkchk', ')', '\n', 'every', 'lines', 'obscene', ',', 'pervertedest', 'mind', ',', 'got', 'the', 'dirtiest', 'rhyme', 'stocked', '\n', 'that', 's', 'why', 'there', 's', 'parental', 'advising', '(', 'visine', ')', 'every', 'time', 'i', 'drop', '(', 'eye', 'drop', ')', '\n', 'so', 'throw', 'on', 'the', 'theme', 'to', 'alfred', ',', 'ill', 'channel', 'him', 'like', 'the', 'panama', 'canal', '\n', 'but', 'how', 'could', 'i', 'get', 'up', 'in', 'arms', 'about', 'you', 'saying', 'trash', 'is', 'all', 'that', 'i', 'put', 'out', '\n', 'bitch', ',', 'i', 'still', 'get', 'the', 'bag', 'when', 'i', 'm', 'putting', 'garbage', 'out', '\n', 'plus', ',', 'the', 'potty', 'mouth', ',', 'i', 'm', 'not', 'about', 'to', 'wash', 'it', 'out', '\n', 'the', 'filthiest', ',', 'so', 'all', 'this', 'talk', 'about', 'i', 'm', 'washed', 'up', ',', 'how', 'preposterous', '\n', 'because', 'if', 'cleanliness', 'is', 'next', 'to', 'godliness', '\n', 'its', 'obvious', 'that', 'its', 'impossible', 'for', 'me', 'to', 'be', 'beside', 'myself', '\n', 'and', 'i', 'm', 'bout', 'that', 'capital', 'like', 'a', 'proper', 'noun', '\n', 'still', 'on', 'top', 'the', 'pile', '\n', 'got', 'me', 'sitting', 'on', 'numbers', 'like', 'a', 'pocket', 'dial', '\n', 'quick', 'to', 'call', 'you', 'out', 'on', 'your', 'bullshit', '\n', 'do', 'nt', 'make', 'me', 'give', 'that', 'crock', 'a', 'dial', '\n', 'cause', 'if', 'i', 'do', 'it', ',', 'see', 'you', 'later', ',', 'alligator', '\n', 'made', 'it', 'out', 'the', 'trailer', ',', 'then', 'i', 'made', 'a', 'vow', 'to', 'cater', 'to', 'no', 'one', '\n', 'so', 'hate', ',', 'i', 've', 'gained', 'about', 'the', 'same', 'amount', 'that', 's', 'in', 'my', 'bank', 'account', '\n', 'so', 'heres', 'some', 'more', 'shit', 'for', 'you', 'to', 'complain', 'about', ',', 'i', 'say', 'the', '\n', 'bars', 'that', 'never', 'slack', '(', 'yeah', ')', ',', 'but', 'always', 'get', 'attacked', '(', 'yeah', ')', '\n', 'i', 'think', 'they', 're', 'gunnin', 'for', 'me', ',', 'its', 'startin', 'to', 'feel', 'like', 'that', '\n', 'like', 'i', 'm', 'marked', ',', 'cause', 'when', 'i', 'rap', ',', 'its', 'like', 'fallin', 'on', 'my', 'back', 'in', 'a', 'tar', 'pit', '\n', 'cause', 'i', 'have', 'this', 'target', 'on', 'my', 'back', '(', 'ew', ',', 'yuck', ')', '\n', 'but', 'if', 'i', 'ever', 'doublecrossed', 'my', 'fans', 'and', 'lost', 'my', 'stans', '\n', 'i', 'd', 'probably', 'pop', 'five', 'xans', '(', 'yeah', ')', '\n', 'go', 'in', 'my', 'garage', ',', 'start', 'my', 'van', '\n', 'inhale', 'as', 'much', 'carbon', 'monoxide', 'and', 'exhaust', 'i', 'can', '\n', 'and', 'doze', 'off', 'like', '*', 'snores', '*', '\n', 'but', 'odds', 'like', 'that', ',', 'with', 'these', 'thoughts', 'i', 'haves', 'like', 'a', 'giant', 'getting', 'squashed', 'by', 'ants', '\n', 'if', 'this', 'is', 'the', 'test', 'of', 'time', ',', 'i', 'd', 'pass', 'with', 'flying', 'colors', '\n', 'like', 'i', 'just', 'tossed', 'my', 'crayons', '(', 'tossed', 'my', 'crayons', ')', '\n', 'small', ',', 'medium', ',', 'and', 'large', 'size', 'cans', '\n', 'sanitizers', 'of', 'all', 'types', ',', 'brands', ',', 'cost', 'nine', 'bands', '\n', 'which', 'is', 'a', 'small', 'price', 'for', 'lysol', 'wipes', 'and', '\n', 'if', 'my', 'palms', 'brush', 'across', 'my', 'pants', ',', 'i', 'wash', 'my', 'hands', '\n\n', 'shit', ',', 'hold', 'on', ',', 'man', '\n', 'motherfucker', '\n', 'happy', 'birthday', 'to', '\n', 'fuck', '(', 'shh', ',', 'quiet', ')', '\n\n', 'endverse', '\n', 'startverse', '\n', 'i', 'sit', 'in', 'silence', 'in', 'candlelit', 'environments', '\n', 'sipping', 'wild', 'irish', 'while', 'getting', 'violent', '\n', 'homicidal', 'visions', 'when', 'i', 'm', 'spitting', 'like', 'this', '\n', 'but', 'really', 'i', 'm', 'just', 'fulfilling', 'my', 'wish', 'of', 'killing', 'rhymes', '\n', 'which', 'is', 'really', 'childish', 'and', 'silly', ',', 'but', 'i', 'm', 'really', 'like', 'this', '\n', 'i', 'm', 'giving', 'nightmares', 'to', 'billie', 'eilish', ',', 'i', 'm', 'diddys', 'side', 'bitch', '\n\n\n', 'what', 'the', 'fuck', 'hold', 'on', ',', 'wait', '\n', '""', 'i', 'm', 'diddys', 'side', 'bitch', '""', '\n', 'oh', ',', 'i', 'm', 'still', 'east', 'side', ',', 'bitch', '\n\n', 'endverse', '\n', 'startverse', '\n', 'so', 'til', 'the', 'end', ',', 'since', 'epmd', '\n', 'been', 'givin', 'y', 'all', 'the', 'business', '(', 'yeah', ')', ',', 'dre', 'and', 'me', '(', 'yup', ')', '\n', 'from', 'the', 'mmlp', 'to', 'mtbmb', '(', 'bitch', ')', '\n', 'bitch', ',', 'its', '2020', ',', 'you', 'still', 'ai', 'nt', 'seein', 'me', '(', 'haha', ')', '\n', 'so', 'call', 'me', 'santa', 'claus', '(', 'santa', 'claus', ')', '\n', 'cause', 'at', 'the', 'present', '(', 'yeah', ')', ',', 'i', 'outrap', 'em', 'all', '(', 'wrap', 'em', 'all', ')', ',', 'i', 'm', 'at', 'the', 'mall', '\n', 'got', 'your', 'bitch', 'in', 'a', 'bathroom', 'stall', ',', 'she', 'could', 'suck', 'a', 'basketball', '(', 'uh', ')', '\n', 'through', 'a', 'plastic', 'straw', '(', 'yeah', ')', 'with', 'a', 'fractured', 'jaw', '(', 'damn', ')', '\n', 'my', 'dick', 'is', 'coat', 'check', '(', 'ha', ')', ',', 'she', 'wanna', 'jack', 'it', 'off', '(', 'yeah', ')', '\n', 'i', 'm', 'so', 'far', 'past', 'the', 'bar', ',', 'i', 'should', 'practice', 'law', '\n', 'mentally', ',', 'i', 'm', 'fucked', 'up', 'generally', '(', 'general', 'lee', ')', '(', 'duh', ')', '\n', 'dukes', 'of', 'hazzard', 'car', '(', 'yeah', ')', ',', 'get', 'the', 'cadaver', 'dogs', '\n', 'cause', 'this', 'is', 'murder', ',', 'murder', 'and', 'you', 'll', 'get', 'murked', ',', 'murked', '\n', 'this', 'music', 'bout', 'to', 'kill', 'you', ',', 'brr', ',', 'brr', '(', 'brr', ')', '\n', 'this', 'chicken', 'hit', 'my', 'phone', ',', 'she', 'said', ',', '""', 'chirp', ',', 'chirp', '""', '\n', 'i', 'said', ',', '""', 'hut', ',', 'hut', ',', 'hike', 'your', 'skirt', ',', 'skirt', '""', '\n', 'then', 'go', 'eat', 'some', 'worms', ',', 'like', 'the', 'early', 'bird', '\n', 'what', 'the', 'fuck', 'is', 'love', 'that', 's', 'a', 'dirty', 'word', '\n', 'make', 'me', 'fall', 'in', 'it', ',', 'there', 's', 'not', 'a', 'girl', 'on', 'earth', '\n', 'or', 'any', 'other', 'planet', ',', 'that', 's', 'a', 'world', 'of', 'hurt', '\n', 'and', 'i', 'wo', 'nt', 'buy', 'a', 'designer', ',', 'cause', 'i', 'do', 'nt', 'pander', '(', 'panda', ')', '\n', 'but', 'i', 'm', 'back', 'with', 'so', 'many', 'knots', ',', 'i', 'need', 'a', 'chiropractor', '(', 'damn', ')', '\n', 'and', 'this', 'the', 'final', 'chapter', '(', 'why', ')', ',', 'cause', 'i', 'm', 'either', 'frying', 'after', '(', 'oh', ')', '\n', 'or', 'they', 'gon', 'give', 'me', 'the', 'needle', '(', 'what', ')', 'like', 'a', 'vinyl', 'scratcher', '(', 'dj', ')', '\n', 'yeah', ',', 'i', 'm', 'a', 'card', ',', 'like', 'hallmark', '\n', 'at', 'walmart', 'with', 'a', 'small', 'cart', 'buying', 'wall', 'art', '\n', 'and', 'y', 'all', 'who', 'claim', 'to', 'be', 'dogs', 'are', 'nt', '\n', 'no', 'bite', ',', 'like', 'a', 'tree', ',', 'mostly', 'just', 'all', 'bark', ',', 'arf', ',', 'arf', '\n', 'but', 'y', 'all', 'pickin', 'the', 'wrong', 'tree', ',', 'they', 'call', 'me', 'dog', 'because', 'i', 'm', 'barking', '(', 'bar', 'king', ',', 'bark', ',', 'bark', ',', 'barking', ')', '\n', 'and', 'i', 'got', 'a', 'lot', ',', 'yeah', ',', 'like', 'where', 'cars', 'park', '\n', 'i', 'd', 'describe', 'it', 'as', 'bowling', '(', 'why', ')', 'ball', 'hard', '(', 'balls', 'hard', ')', '\n', 'cause', 'the', 'gutters', 'where', 'my', 'mind', 'is', 'and', 'when', '\n', 'its', 'in', 'this', 'frame', ',', 'better', 'split', 'like', 'the', 'five', 'and', 'the', 'ten', '\n', 'cause', 'without', 'a', 'second', 'to', 'spare', ',', 'i', 'm', 'strikin', 'again', '\n', 'and', 'when', 'the', 'beat', 'is', 'up', 'my', 'alley', ',', 'i', 'go', 'right', 'for', 'the', 'pens', '(', 'pins', ')', '\n', 'the', 'cypher', 'begins', '\n', 'i', 'm', 'talkin', 'smack', 'like', 'heroin', ',', 'the', 'mics', 'a', 'syringe', '\n', 'its', 'like', 'a', 'binge', ',', 'vicodin', ',', 'i', 'would', 'liken', 'to', 'tin', '\n', 'my', 'mind', 'is', 'a', 'recycling', 'bin', '\n', 'there', 's', 'no', 'place', 'i', 'never', 'been', '\n', 'but', 'i', 'never', 'budge', 'and', 'i', 'never', 'bend', '\n', 'you', 'hyperextend', 'on', 'me', ',', 'this', 'games', 'life', ',', 'it', 'depends', '\n', 'like', 'adult', 'diapers', 'for', 'men', '\n', 'even', 'when', 'i', 'm', 'rappin', 'less', 'stellar', '\n', 'its', 'sour', 'grapes', ',', 'i', 'still', 'whine', ',', 'i', 'm', 'the', 'best', 'seller', '(', 'cellar', ')', '\n', 'like', 'a', 'trey', 'deuce', ',', 'spray', 'you', 'as', 'these', 'shots', 'penetrate', 'through', 'dres', 'booth', '\n', 'and', 'go', 'straight', 'through', 'your', 'grapefruit', ',', 'no', 'escape', 'route', '\n', 'so', 'you', 'wo', 'nt', 'leave', 'here', 'just', 'scathed', 'with', 'a', 'few', 'scrape', 'wounds', '\n', 'your', 'ass', 'is', 'grass', 'and', 'i', 'am', 'not', 'gon', 'na', 'graze', 'you', '\n', 'but', 'if', 'bars', 'were', 'semimacs', ',', 'i', 'd', 'be', 'the', 'mad', 'hatter', '\n', 'cause', 'i', 'got', 'so', 'many', 'caps', ',', 'and', 'you', 'do', 'nt', 'have', 'any', 'straps', '(', 'nah', ')', '\n', 'so', 'you', 'd', 'be', 'a', 'fitted', '(', 'yeah', ')', ',', 'so', 'do', 'nt', 'act', 'like', 'you', 'fittin', 'to', 'snap', '\n', 'bitch', ',', 'ill', 'pee', '(', 'p', ')', 'on', 'your', 'head', 'like', 'a', 'phillies', 'hat', '(', 'haha', ')', '\n', 'no', 'stoppin', 'me', ',', 'you', 're', 'on', 'a', 'window', 'shopping', 'spree', '\n', 'bitch', ',', 'you', 'probably', 'go', 'broke', 'at', 'the', 'dollar', 'tree', '\n', 'you', 'never', 'buy', 'shit', ',', 'all', 'you', 'ever', 'cops', 'a', 'plea', '\n', 'you', 're', 'always', 'punkin', 'out', 'like', 'halloween', '\n', 'you', 'rather', 'opt', 'to', 'flee', ',', 'you', 'need', 'to', 'stop', 'it', ',', 'punk', '\n', 'homie', ',', 'you', 're', 'not', 'a', 'g', ',', 'act', 'like', 'you', 'got', 'the', 'pump', '\n', 'and', 'you', 're', 'gon', 'na', 'cock', 'the', 'heat', 'or', 'get', 'the', 'glock', 'and', 'dump', '\n', 'bitch', ',', 'if', 'you', 'shot', 'a', 'tree', ',', 'you', 'would', 'nt', 'pop', 'the', 'trunk', '\n', 'yeah', ',', 'and', 'i', 'm', 'buddies', 'with', 'alfred', ',', 'we', 'about', 'to', '\n', 'disembowel', 'them', ',', 'gut', 'em', 'and', 'scalp', 'em', ',', 'yeah', '\n', 'this', 'is', 'bout', 'to', 'be', 'the', 'bloodiest', 'outcome', '\n', 'cause', 'we', 'gon', 'make', 'you', 'bleed', 'with', 'every', 'cut', 'from', 'this', 'album', '\n', 'so', 'i', 'm', 'choppin', 'em', 'up', 'like', 'dahmer', '\n', 'the', 'nut', 'job', 'with', 'the', 'nuts', 'that', 'are', 'bigger', 'than', 'jabba', 'the', 'hutt', '\n', 'i', 'm', 'in', 'the', 'cut', ',', 'and', 'i', 'm', 'out', 'for', 'the', 'blood', '\n', 'its', 'lookin', 'like', 'its', 'that', 'time', 'of', 'the', 'month', '\n', 'carvin', 'em', 'up', 'with', 'the', 'bars', 'while', 'i', 'sharpen', 'em', 'up', ',', 'dog', 'and', 'a', 'mutt', '\n', 'i', 'm', 'gon', 'na', 'fuck', 'your', 'mom', 'in', 'the', 'butt', 'with', 'a', 'thermometer', ',', 'fuckin', 'phenomenal', ',', 'but', '\n', 'yallll', 'get', 'cut', 'the', 'fuck', 'up', 'like', 'abdominals', 'if', 'you', 'do', 'nt', 'vmonos', '\n', 'i', 'keep', 'droppin', 'like', 'dominos', ',', 'the', 'formidable', ',', 'abominable', '\n', 'stompin', 'a', 'mudhole', 'in', 'my', 'comp', 'even', 'if', 'its', 'off', 'the', 'top', 'of', 'the', 'dome', '\n', 'son', 'em', ',', 'get', 'the', 'coppertone', ',', 'i', 'm', 'at', 'the', 'stop', 'and', 'go', 'coppin', 'the', 'mop', 'and', 'glo', '\n', 'got', 'your', 'stomach', 'in', 'knots', 'like', 'you', 'swallowed', 'rope', '\n', 'you', 'out', 'of', 'pocket', 'though', ',', 'like', 'a', 'motherfuckin', 'wallet', 'stole', '\n', 'endverse', '\n', 'startoutro', '\n', 'wait', ',', 'why', 'd', 'the', 'beat', 'cut', 'off', '\n', 'fuck', 'it', '\n', 'endoutro', '\n', 'endsong']"
